No,Harga,Desc,Lokasi,Tanah,Bangunan,Kamar,WC
2394,349000000,"Firdausy City Light Cilengkrang Bandung Timur, Cilengkrang, Bandung","Bandung, Cilengkrang",84,45,3,1
2395,"3,5 M","Kosan Mewah di Cikutra, Cari Kosan di Bandung, dekat Gedung sate, Cikutra, Bandung","Bandung, Cikutra",270,540,20,10
2396,"1,5 M","Rumah di Margacinta Bandung Timur – LT 203 LB 190, Bandung Wetan, Bandung","Bandung, Bandung Wetan",190,203,5,3
2397,"1,5 M","Rumah  di Ujungberung Bandung Timur – LT 347 LB 180, Bandung Wetan, Bandung","Bandung, Bandung Wetan",347,180,7,4
2398,"2,6 M","Rumah Mitra Dago Antapani – LT 170 LB 250, Bandung Wetan, Bandung","Bandung, Bandung Wetan",170,250,5,4
2399,449000000,"Rumah di Cileunyi Bandung – LT 103 LB 88, Bandung Wetan, Bandung","Bandung, Bandung Wetan",103,88,3,1
2400,"1,15 M","Rumah di Pasir Impun – LT 103 LB 175, Bandung Wetan, Bandung","Bandung, Bandung Wetan",130,175,3,2
2401,"1,29 M","Rumah murah kota bandung, Arcamanik, Bandung","Bandung, Arcamanik",176,126,3,2
2402,"1,06 M","rumah kota bandung, bandung timur, dekat trans studio mall, dekat pusat kota, Cicaheum, Bandung","Bandung, Cicaheum",93,45,2,1
2403,868000000,"rumah bandung timur, dekat saung angklung udjo, dekat wisata cartil, Padasuka, Bandung","Bandung, Padasuka",128,45,2,1
2404,700000000,"rumah di ujungberung, ready stock, bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",99,45,2,1
2405,758000000,"rumah bandung timur, dekat metro margahayu, dekat trans studio mall, Margahayu, Bandung","Bandung, Margahayu",81,45,2,1
2406,640000000,"Rumah strategis kota bandung dekat bandung timur, Bandung Kota, Bandung","Bandung, Bandung Kota",118,36,2,1
2407,690000000,"Rumah Nyaman Di Kawasan Strategis Bandung Timur, Cilengkrang, Bandung","Bandung, Cilengkrang",84,45,2,1
2408,"1,8 M","Rumah di komplek Bandung city view 1 siap huni di Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",180,250,3,2
2409,345000000,"Rumah Murah GRAND FATIH CLUSTER&#34; 100% Syariah di Ujungberung,Bandung Timur, Ujungberung, Bandung","Bandung, Ujungberung",72.5,36,2,1
2410,335000000,"RUMAH MURAH TYPE 45 DI CIBIRU HILIR BANDUNG, Cibiru, Bandung","Bandung, Cibiru",45,84,2,1
2411,30 M,"Gudang Mesin Bubut Soekarno Hatta Bandung Hanya 30M Nego, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",1440,1400,1,
2412,795000000,"Rumah baru Berkualitas, siap huni di Arcamanik Cisaranten Kulon, Kota Bandung., Arcamanik, Bandung","Bandung, Arcamanik",133,70,2,1
2413,"2,5 M","Rumah second diperumahan luas aman dan nyaman 50 meter dari Jl Mainroad Kiaracondong, Kiaracondong, Bandung","Bandung, Kiaracondong",176,150,6,3
2414,"1,85 M","RUMAH ASRI DAN LUAS COCOK UNTUK KANTOR DI SUKAASIH BANDUNG, Ujungberung, Bandung","Bandung, Ujungberung",328,250,8,4
2415,315000000,"Rumah Murah Bandung Timur, Ujungberung, Bandung","Bandung, Ujungberung",60,30,1,1
2416,375000000,"Rumah free design ujung berung, Ujungberung, Bandung","Bandung, Ujungberung",72,36,2,1
2417,"1,45 M","Rumah Murah Siap Huni di pasir Impun Bandung Timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",140,75,2,3
2418,"1,8 M","rumah cantik siap huni dikomplek elit bandung timur, Arcamanik, Bandung","Bandung, Arcamanik",215,176,3,2
2419,775000000,"rumah baru 2lantai lokasi strategis bandung timur, Arcamanik, Bandung","Bandung, Arcamanik",72,90,3,2
2420,700000000,"Rumah Siap Huni Komplek Margahayu Raya Margacinta Bandung Timur, Margacinta, Bandung","Bandung, Margacinta",120,90,4,1
2421,"1,85 M","RUMAH 2 LANTAI DI MARGACINTA, BANDUNG, Margacinta, Bandung","Bandung, Margacinta",140,188,4,3
2422,850000000,"rumah siap huni, Ujungberung, Bandung","Bandung, Ujungberung",110,200,5,2
2423,725000000,"RUMAH MINIMALIS ANTAPANI, JALAN 2 MOBIL Harga 725 Jt, Antapani, Bandung","Bandung, Antapani",71,110,4,2
2424,665000000,"JARANG ADA ! RUMAH MINIMALIS ANTAPANI, JALAN 2 MOBIL, Antapani, Bandung","Bandung, Antapani",71,90,4,2
2425,4 M,"Rumah Cibiru Indah Bandung Timur – LT 550 LB 400, Bandung Wetan, Bandung","Bandung, Bandung Wetan",550,400,4,4
2426,"1,3 M","Rumah di Padasuka Cicaheum Bandung – LT 210 LB 110, Bandung Wetan, Bandung","Bandung, Bandung Wetan",210,110,3,2
2427,"45,045,000,000","Hunian nyaman,aman,sejuk,di ujung berung,cilengkrang,sindanglaya bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",65,36,2,1
2428,"5,854,000,000","Dp rendah bandung timur harga perdana, Cilengkrang, Bandung","Bandung, Cilengkrang",80,42,2,1
2429,"2,2 M","Rumah Beserta Isinya + View di Ciwaruga - Harga Nego, Geger Kalong, Bandung","Bandung, Geger Kalong",210,280,4,3
2430,"1,5 M","Rumah Design Menarik di Arcamanik, Bandung Timur - Sangat Siap Huni, Arcamanik, Bandung","Bandung, Arcamanik",208,200,4,3
2431,850000000,"Rumah Harga di Bawah 1 M di Antapani, Bandung Timur - Dalam Komplek, Siap Huni, Antapani, Bandung","Bandung, Antapani",75,140,2,2
2432,900000000,"Rumah Minimalis Modern Bandung dengan Skema KPR Syariah Tanpa RIBA, Cicaheum, Bandung","Bandung, Cicaheum",120,65,2,1
2433,349000000,"Firdausy City Light Cilengkrang Bandung Timur, Cilengkrang, Bandung","Bandung, Cilengkrang",84,45,3,1
2434,"3,5 M","Kosan Mewah di Cikutra, Cari Kosan di Bandung, dekat Gedung sate, Cikutra, Bandung","Bandung, Cikutra",270,540,20,10
2435,"1,5 M","Rumah di Margacinta Bandung Timur – LT 203 LB 190, Bandung Wetan, Bandung","Bandung, Bandung Wetan",190,203,5,3
2436,"1,5 M","Rumah  di Ujungberung Bandung Timur – LT 347 LB 180, Bandung Wetan, Bandung","Bandung, Bandung Wetan",347,180,7,4
2437,"2,6 M","Rumah Mitra Dago Antapani – LT 170 LB 250, Bandung Wetan, Bandung","Bandung, Bandung Wetan",170,250,5,4
2438,449000000,"Rumah di Cileunyi Bandung – LT 103 LB 88, Bandung Wetan, Bandung","Bandung, Bandung Wetan",103,88,3,1
2439,"1,15 M","Rumah di Pasir Impun – LT 103 LB 175, Bandung Wetan, Bandung","Bandung, Bandung Wetan",130,175,3,2
2440,"1,29 M","Rumah murah kota bandung, Arcamanik, Bandung","Bandung, Arcamanik",176,126,3,2
2441,"1,06 M","rumah kota bandung, bandung timur, dekat trans studio mall, dekat pusat kota, Cicaheum, Bandung","Bandung, Cicaheum",93,45,2,1
2442,868000000,"rumah bandung timur, dekat saung angklung udjo, dekat wisata cartil, Padasuka, Bandung","Bandung, Padasuka",128,45,2,1
2443,700000000,"rumah di ujungberung, ready stock, bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",99,45,2,1
2444,758000000,"rumah bandung timur, dekat metro margahayu, dekat trans studio mall, Margahayu, Bandung","Bandung, Margahayu",81,45,2,1
2445,640000000,"Rumah strategis kota bandung dekat bandung timur, Bandung Kota, Bandung","Bandung, Bandung Kota",118,36,2,1
2446,690000000,"Rumah Nyaman Di Kawasan Strategis Bandung Timur, Cilengkrang, Bandung","Bandung, Cilengkrang",84,45,2,1
2447,"1,8 M","Rumah di komplek Bandung city view 1 siap huni di Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",180,250,3,2
2448,345000000,"Rumah Murah GRAND FATIH CLUSTER&#34; 100% Syariah di Ujungberung,Bandung Timur, Ujungberung, Bandung","Bandung, Ujungberung",72.5,36,2,1
2449,335000000,"RUMAH MURAH TYPE 45 DI CIBIRU HILIR BANDUNG, Cibiru, Bandung","Bandung, Cibiru",45,84,2,1
2450,30 M,"Gudang Mesin Bubut Soekarno Hatta Bandung Hanya 30M Nego, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",1440,1400,1,
2451,795000000,"Rumah baru Berkualitas, siap huni di Arcamanik Cisaranten Kulon, Kota Bandung., Arcamanik, Bandung","Bandung, Arcamanik",133,70,2,1
2452,"2,5 M","Rumah second diperumahan luas aman dan nyaman 50 meter dari Jl Mainroad Kiaracondong, Kiaracondong, Bandung","Bandung, Kiaracondong",176,150,6,3
2453,"1,85 M","RUMAH ASRI DAN LUAS COCOK UNTUK KANTOR DI SUKAASIH BANDUNG, Ujungberung, Bandung","Bandung, Ujungberung",328,250,8,4
2454,315000000,"Rumah Murah Bandung Timur, Ujungberung, Bandung","Bandung, Ujungberung",60,30,1,1
2455,375000000,"Rumah free design ujung berung, Ujungberung, Bandung","Bandung, Ujungberung",72,36,2,1
2456,"1,45 M","Rumah Murah Siap Huni di pasir Impun Bandung Timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",140,75,2,3
2457,"1,8 M","rumah cantik siap huni dikomplek elit bandung timur, Arcamanik, Bandung","Bandung, Arcamanik",215,176,3,2
2458,775000000,"rumah baru 2lantai lokasi strategis bandung timur, Arcamanik, Bandung","Bandung, Arcamanik",72,90,3,2
2459,700000000,"Rumah Siap Huni Komplek Margahayu Raya Margacinta Bandung Timur, Margacinta, Bandung","Bandung, Margacinta",120,90,4,1
2460,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2461,495000000,"# rumah padasuka minimalis siap huni bandung timur, Padasuka, Bandung","Bandung, Padasuka",60,30,2,1
2462,550000000,"Rumah Murah Strategis di Margahayu dekat Ciwastra Bandung, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",80,60,2,1
2463,480000000,"Hunian nyaman dalam cluster @ cilengkrang Ujung berung, Ujungberung, Bandung","Bandung, Ujungberung",89,45,2,1
2464,350000000,"Rumah siap huni harga kece baru renov @ Riung bandung, Rancasari, Bandung","Bandung, Rancasari",60,50,2,1
2465,499000000,"Rumah siap Huni 1,5 Lantai deket SOR Gedebage, Gede Bage, Bandung","Bandung, Gede Bage",84,80,3,1
2466,700000000,"Rumah Second Terawat dalam Komplek di Cimapokolan Bandung Timur, Bandung Kota, Bandung","Bandung, Bandung Kota",96,80,3,2
2467,"1,46 M","Rumah Indent 2 Lt. di Bandung Timur Padasuka dkt Antapani Arcamanik Bandung, Padasuka, Bandung","Bandung, Padasuka",86,100,3,2
2468,580000000,"Rumah Nyaman Di Bandung Timur, Ciwastra, Bandung","Bandung, Ciwastra",108,60,2,1
2469,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2470,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2471,875000000,"rumah minimalis, Arcamanik, Bandung","Bandung, Arcamanik",116,100,4,3
2472,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2473,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2474,6 M,"Rumah Lama cocok untuk Ruko atau Kantor, Antapani, Bandung","Bandung, Antapani",344,246,5,3
2475,475000000,"Rumah murah 2 lantai,strategis di ujung berung,sindanglaya,cilengkrang,cibiru bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",120,60,3,1
2476,600000000,"Rumah baru kosep modern,nyaman,strategis dekat alun-alun ujung berung bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",70,50,2,1
2477,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2478,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2479,500000000,"rumah di cilengkrang 1 bandung timur strategis dan murah, Cilengkrang, Bandung","Bandung, Cilengkrang",105,150,2,1
2480,475000000,"RumahnMinimalis,asri,strategis di ujung berung bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",84,45,2,1
2481,"59,218,000,000","Rumah Siap Huni di Sindang Laya Murah! bonus Garasi Dp Murah, Arcamanik, Bandung","Bandung, Arcamanik",82,36,2,1
2482,650000000,"Rumah Hook di Jatihandap Padasuka Bandung Timur murah butuh cepat, Mandalajati, Bandung","Bandung, Mandalajati",101,45,2,1
2483,"56,662,000,000","Rumah Siap Huni Dp Murah Di Dekat Alun Alun Ujung Berung, Ujungberung, Bandung","Bandung, Ujungberung",98,36,2,1
2484,700000000,"Rumah Oper Kredit di Bandung Timur Murah, Mandalajati, Bandung","Bandung, Mandalajati",72,45,3,1
2485,"97,347,000,000","Rumah Siap Huni 2 Lantai di Pasir Impun cocok untuk Hunian dan Usaha Dp Ringan, Mandalajati, Bandung","Bandung, Mandalajati",129,60,3,2
2486,"96,412,000,000","Rumah 2 Lantai Suasana alam Bandung Timur dp 70jt bebas biaya Kpr, Mandalajati, Bandung","Bandung, Mandalajati",75,62,3,2
2487,"57,072,000,000","Rumah di Bandung Timur Letak Strategis Kpr Dp Murah, Cicaheum, Bandung","Bandung, Cicaheum",72,36,2,1
2488,867000000,"Rumah Siap Huni Nyaman Suasana Alam Di Bandung Timur Bisa Kpr, Cibiru, Bandung","Bandung, Cibiru",114,55,2,1
2489,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2490,"1,2 M","Rumah Asri dan cantik, Margahayu, Bandung","Bandung, Margahayu",168,100,5,2
2491,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2492,799000000,"Rumah di Belleza Antapani Bandung Timur – LT 104 LB 150, Bandung Wetan, Bandung","Bandung, Bandung Wetan",104,150,3,3
2493,855000000,"Rumah Nyaman Sejuk di Pasirbiru Cibiru Bandung Timur, Cibiru, Bandung","Bandung, Cibiru",120,115,3,3
2494,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2495,575000000,"Rumah Baru minimaalis,siap huni ,nyaman,strategis Di Cisaranten,Arcamanik,Antapani,ujung berung bandung timur, Arcamanik, Bandung","Bandung, Arcamanik",100,50,2,1
2496,470000000,"Perumahan Modern Minimalis Bandung Timur Hanya Dengan 6JT, Ujungberung, Bandung","Bandung, Ujungberung",72,36,2,1
2497,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2498,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2499,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2500,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2501,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2502,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2503,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2504,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2505,410000000,"Murah!!! Rumah di Bandung Timur, dekat Kampus UIN, UPI Cibiru. Hrg 410 Juta Pas, Cibiru, Bandung","Bandung, Cibiru",140,120,3,3
2506,485000000,"Rumah Baru LT 66 LB 40 di Cisaranten Kulon Bandung Timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",66,400,2,1
2507,"1,2 M","Rumah  LT 153 LB 200 di Sanggar Hurip Bandung Timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",153,200,10,3
2508,"2,8 M","Rumah di Sulaksana Bandung !, Kiaracondong, Bandung","Bandung, Kiaracondong",198,300,5,4
2509,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2510,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2511,790000000,"UNIT TERBATAS !!! RUMAH MINIMALIS DUA LANTAI DI CIPAMOKOLAN DEKAT CIWASTRA GEDEBAGE BANDUNG TIMUR, Gede Bage, Bandung","Bandung, Gede Bage",104,80,3,3
2512,"1,6 M","Rumah Antik di Perumahan Tipe Cluster Soekarno Hatta, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",160,180,5,3
2513,800000000,"Rumah 2 Lantai siap huni di arcamanik bebas banjir dan asri, Arcamanik, Bandung","Bandung, Arcamanik",90,160,3,1
2514,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2515,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2516,625000000,"Rumah BU Cepat Di Gading Regency Siap Huni dan Murah Di Kota Bandung, Bandung Kota, Bandung","Bandung, Bandung Kota",132,100,2,2
2517,550000000,"Rumah baru,minmalis,nyaman,strategis di ujung berung,sindanglaya,cilengkrang bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",98,36,2,1
2518,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2519,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2520,"42,946,000,000","Rumah baru promo Dp 20 juta all in strategis di ujung berung kota bandung, Ujungberung, Bandung","Bandung, Ujungberung",67,36,2,1
2521,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2522,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2523,"3,965,000,000","Rumah Cantik,minimalis dekat pasar tradisional dan Rumah sakit ujung berung bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",63,36,2,1
2524,550000000,"Rumah Murah Bandung, Margahayu, Bandung","Bandung, Margahayu",80,60,2,1
2525,700000000,"Rumah Baru LT 72 LB 42 di Grand Sharon Residence Bandung Timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",42,72,2,1
2526,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2527,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2528,"4,455,000,000","Rumah murah promo Dp 20 juta all in,free biaya kpr di ujung berung bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",71,36,2,
2529,"1,9 M","Rumah full furnish di cluster bandung, Margahayu, Bandung","Bandung, Margahayu",127,200,7,4
2530,875000000,"Rumah Hook LT 120 LB 54 di Cisaranten Kulon Bandung Timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",54,120,2,2
2531,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2532,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2533,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2534,"1,8 M","RUMAH BARU, SIAP HUNI BERGAYA VILLA DI MARGAHAYU BANDUNG, Margahayu, Bandung","Bandung, Margahayu",127,200,7,3
2535,"7,5 M","RUMAH MEWAH DALAM KOMPLEK ELITE DI CIGADUNG, BANDUNG TIMUR, Cigadung, Bandung","Bandung, Cigadung",516,587,4,4
2536,"40,986,000,000","Rumah murah,minimalis dekat polsek ujung berung, Ujungberung, Bandung","Bandung, Ujungberung",60,36,2,1
2537,"1,5 M","Rumah Cantik & Asri Siap Huni di Antapani, Bandung Timur - Dalam Komplek, Antapani, Bandung","Bandung, Antapani",140,120,5,2
2538,"2,5 M","Rumah Sangat Lux di Komplek Kawaluyaan Indah, Bandung Timur - Sangat Siap Huni, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",240,480,7,4
2539,"3,7 M","Rumah LT 289 LB 180 di Sekejati Cijaura Bandung Timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",289,180,2,3
2540,"6,5 M","Rumah Siap Huni Cocok Usaha di A. H. Nasution Bandung, Ujungberung, Bandung","Bandung, Ujungberung",310,250,4,3
2541,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2542,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2543,"2,3 M","Rumah Besar Lux Siap Huni, Antapani, Bandung","Bandung, Antapani",280,300,4,3
2544,"2,9 M","RUMAH LT 276 LB 200 di Tanjung Sari Antapani Bandung Timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",120,160,4,2
2545,625000000,"Cepat Rumah LT 120 LB 50 di Cisaranten Kulon Bandung Timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",50,120,2,1
2546,"1,6 M","Rumah Townhouse dekat Griya Arcamanik Endah, Antapani, Bandung","Bandung, Antapani",147,150,4,3
2547,"1,8 M","klinik sedang berjalan strategis antapani bandung timur, Antapani, Bandung","Bandung, Antapani",100,130,3,2
2548,330000000,"rumah griya winaya ujung berung murah &amp; strategis, Ujungberung, Bandung","Bandung, Ujungberung",60,80,2,1
2549,"1,38 M","rumah pasir impun siap huni modern minimalis bandung timur, Cicaheum, Bandung","Bandung, Cicaheum",156,70,2,1
2550,600000000,"rumah bandung timur minimalis dan siap huni, Bandung Kota, Bandung","Bandung, Bandung Kota",84,70,2,1
2551,425000000,"rumah girimande cicaheum murah bandung timur, Cicaheum, Bandung","Bandung, Cicaheum",84,50,2,2
2552,"5,75 M","rumah mewah arcamanik bandung timur, Arcamanik, Bandung","Bandung, Arcamanik",600,450,4,5
2553,450000000,"rumah cijambe siap huni minimalis bandung timur, Arcamanik, Bandung","Bandung, Arcamanik",98,80,2,2
2554,3 M,"Rumah Di Jalan Ciwastra Bandung Timur, Margacinta, Bandung","Bandung, Margacinta",526,450,11,2
2555,"1,5 M","Rumah di ujungberung bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",193,100,4,2
2556,540000000,"Rumah modern minimalis di sayap ujungberung bandung timur, Bandung Kota, Bandung","Bandung, Bandung Kota",75,45,2,1
2557,900000000,"rumah antapani komplek strategis murah bandung timur, Antapani, Bandung","Bandung, Antapani",108,100,2,2
2558,"2,2 M","perumahan cantik dan asri di antapani bandung timur, Antapani, Bandung","Bandung, Antapani",212,150,3,2
2559,"3,2 M","Rumah Cibiru Murah bisa tuk Villa Bandung Timur, Cibiru, Bandung","Bandung, Cibiru",1000,140,3,4
2560,700000000,"rumah murah dicisaranten wetan bandung timur, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",133,75,3,1
